2454987.097346   164.10    7.21   -12.6     8.8    Keck-HIRES
2454988.087549  -162.44    6.65     3.3     4.7    Keck-HIRES
2454989.029185  -239.65    7.54   -17.2     6.7    Keck-HIRES
2455014.922447   114.26    6.10     4.2     6.8    Keck-HIRES
2455016.023323    46.39    6.36    -7.1     5.9    Keck-HIRES
2455017.076975  -263.88    6.28    -5.5     5.7    Keck-HIRES
2455075.809062   167.19    6.19   -61.8    10.7    Keck-HIRES
2455110.814132   172.90    6.25     8.2    16.5    Keck-HIRES
